Semily,"Paseky nad Jizerou","Vojtěch Waldmann",1,Vojtěch,Waldmann,,30,zemědělec,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","Václav Tomíček",1,Václav,Tomíček,,25,"softwarový konzultant","Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","Petra Lubíková",1,Petra,Lubíková,,35,marketing,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","Ondřej Tomíček",1,Ondřej,Tomíček,,30,"plánovač výroby","Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","LUBOŠ WALDMANN",1,Luboš,Waldmann,,63,důchodce,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","JAN ŠPIDLEN",1,Jan,Špidlen,,36,"vedoucí lyžařského areálu","Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","JAN ŘÍPA",1,Jan,Řípa,,24,OSVČ,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","Hana Růžičková",1,Hana,Růžičková,,57,starostka,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","FRANTIŠEK LUBÍK",1,František,Lubík,,31,technik,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","Bc. DAVID BĚLOHLÁVEK",1,David,Bělohlávek,Bc.,24,student,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","Bc. Dalibor PLÍŠEK",1,Dalibor,Plíšek,Bc.,44,OSVČ,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,"Paseky nad Jizerou","MDDr. Mikoláš Kniha",1,Mikoláš,Kniha,MDDr.,28,"zubní lékař","Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",1,Vladimír,Kopecký,,43,"místostarosta obce, zemědělský pracovník","Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",2,Jiřina,Bobková,Ing.,37,"starostka obce, správce vodohospodářského majetku","Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",3,Jaromír,Drašnar,Ing.,40,"IT konzultant","Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",4,Petra,Jandová,,41,účetní,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",5,Veronika,Runčíková,,28,"poštovní doručovatelka","Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",6,Jana,Boučková,,37,brusička,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",7,Jaroslav,Šperling,,70,důchodce,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",8,Luboš,Šmiraus,,55,brusič,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,Ktová,"Sdružení nezávislých kandidátů Libuňka",9,Jan,Vondráček,,41,brusič,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,Loučky,"Loučky 2022",1,Lenka,Kvintusová,,53,"vedoucí pracovník SCLLD","Nezávislý kandidát","Bez politické příslušnosti"
Semily,Loučky,"Loučky 2022",2,Lucie,Stránská,Ing.,41,"projektový manažer","Nezávislý kandidát","Bez politické příslušnosti"
Semily,Loučky,"Loučky 2022",3,Monika,Sládková,Bc.,41,účetní,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,Loučky,"Loučky 2022",4,Jan,Polívka,,45,"obsluha stavebních strojů","Nezávislý kandidát","Bez politické příslušnosti"
Semily,Loučky,"Loučky 2022",5,Martina,Kůtková,,46,uklízečka,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,Loučky,"Loučky 2022",6,Miroslav,Kovář,,45,řidič,"Nezávislý kandidát","Bez politické příslušnosti"
Semily,Loučky,"Loučky 2022",7,Lukáš,Kysilko,,33,"technik výroby","Nezávislý kandidát","Bez politické příslušnosti"
